crr_ran,over,wickets_fell,total_Score_range,dot,sing,doub,triple,four,six,wicket,total,dot_prob,sing_prob,doub_prob,trip_prob,four_prob,six_prob,wkt_prob
5 to 6,15,1,80 to 90,1,9,2,0,2,0,1,15,0.066666667,0.6,0.133333333,0,0.133333333,0,0.066666667
5 to 6,15,3,70 to 80,7,8,1,0,1,1,0,18,0.388888889,0.444444444,0.055555556,0,0.055555556,0.055555556,0
5 to 6,15,3,80 to 90,6,14,4,0,5,1,0,30,0.2,0.466666667,0.133333333,0,0.166666667,0.033333333,0
5 to 6,15,3,90 to 100,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
5 to 6,15,3,70 to 80,6,13,1,0,2,0,1,23,0.260869565,0.565217391,0.043478261,0,0.086956522,0,0.043478261
5 to 6,15,3,80 to 90,21,28,7,0,6,1,2,65,0.323076923,0.430769231,0.107692308,0,0.092307692,0.015384615,0.030769231
5 to 6,15,4,70 to 80,14,12,3,0,2,2,4,37,0.378378378,0.324324324,0.081081081,0,0.054054054,0.054054054,0.108108108
5 to 6,15,4,80 to 90,19,32,6,0,6,2,3,68,0.279411765,0.470588235,0.088235294,0,0.088235294,0.029411765,0.044117647
5 to 6,15,5,70 to 80,13,13,4,0,4,1,1,36,0.361111111,0.361111111,0.111111111,0,0.111111111,0.027777778,0.027777778
5 to 6,15,5,80 to 90,11,14,2,0,8,0,4,39,0.282051282,0.358974359,0.051282051,0,0.205128205,0,0.102564103
5 to 6,15,6,70 to 80,5,5,2,0,0,0,4,16,0.3125,0.3125,0.125,0,0,0,0.25
5 to 6,15,6,80 to 90,5,4,0,0,0,0,2,11,0.454545455,0.363636364,0,0,0,0,0.181818182
5 to 6,15,7,80 to 90,2,5,0,0,0,0,1,8,0.25,0.625,0,0,0,0,0.125
5 to 6,15,8,80 to 90,5,3,0,0,0,0,1,9,0.555555556,0.333333333,0,0,0,0,0.111111111
5 to 6,16,2,90 to 100,1,2,0,0,0,0,0,3,0.333333333,0.666666667,0,0,0,0,0
5 to 6,16,3,70 to 80,2,2,0,0,0,0,0,4,0.5,0.5,0,0,0,0,0
5 to 6,16,3,80 to 90,1,5,2,0,1,0,0,9,0.111111111,0.555555556,0.222222222,0,0.111111111,0,0
5 to 6,16,3,90 to 100,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
5 to 6,16,4,70 to 80,5,4,0,0,1,1,0,11,0.454545455,0.363636364,0,0,0.090909091,0.090909091,0
5 to 6,16,3,80 to 90,9,12,0,0,2,4,3,30,0.3,0.4,0,0,0.066666667,0.133333333,0.1
5 to 6,16,3,90 to 100,6,13,3,0,1,0,1,24,0.25,0.541666667,0.125,0,0.041666667,0,0.041666667
5 to 6,16,5,70 to 80,1,6,0,0,0,0,0,7,0.142857143,0.857142857,0,0,0,0,0
5 to 6,16,4,80 to 90,18,27,5,0,5,4,2,61,0.295081967,0.442622951,0.081967213,0,0.081967213,0.06557377,0.032786885
5 to 6,16,4,90 to 100,9,11,4,1,3,2,2,32,0.28125,0.34375,0.125,0.03125,0.09375,0.0625,0.0625
5 to 6,16,5,70 to 80,4,6,0,0,0,0,2,12,0.333333333,0.5,0,0,0,0,0.166666667
5 to 6,16,5,80 to 90,14,16,3,0,3,1,3,40,0.35,0.4,0.075,0,0.075,0.025,0.075
5 to 6,16,5,90 to 100,10,12,4,0,4,0,1,31,0.322580645,0.387096774,0.129032258,0,0.129032258,0,0.032258065
5 to 6,16,6,70 to 80,0,2,0,0,0,1,1,4,0,0.5,0,0,0,0.25,0.25
5 to 6,16,6,80 to 90,14,18,2,0,2,0,3,39,0.358974359,0.461538462,0.051282051,0,0.051282051,0,0.076923077
5 to 6,16,6,90 to 100,0,5,0,0,0,0,3,8,0,0.625,0,0,0,0,0.375
5 to 6,16,7,80 to 90,3,6,1,0,0,0,4,14,0.214285714,0.428571429,0.071428571,0,0,0,0.285714286
5 to 6,16,7,90 to 100,4,3,0,0,0,0,1,8,0.5,0.375,0,0,0,0,0.125
5 to 6,16,8,80 to 90,0,1,0,0,0,0,1,2,0,0.5,0,0,0,0,0.5
5 to 6,16,8,90 to 100,5,1,0,0,0,0,1,7,0.714285714,0.142857143,0,0,0,0,0.142857143
5 to 6,16,9,80 to 90,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
5 to 6,17,3,80 to 90,1,3,2,0,0,0,0,6,0.166666667,0.5,0.333333333,0,0,0,0
5 to 6,17,3,90 to 100,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5 to 6,17,4,100 to 110,1,1,3,0,0,0,0,5,0.2,0.2,0.6,0,0,0,0
5 to 6,17,4,80 to 90,1,5,0,0,2,1,0,9,0.111111111,0.555555556,0,0,0.222222222,0.111111111,0
5 to 6,17,4,90 to 100,15,13,6,0,2,4,0,40,0.375,0.325,0.15,0,0.05,0.1,0
5 to 6,17,5,100 to 110,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5 to 6,17,4,80 to 90,7,11,2,0,2,3,1,26,0.269230769,0.423076923,0.076923077,0,0.076923077,0.115384615,0.038461538
5 to 6,17,4,90 to 100,9,26,5,0,7,1,3,51,0.176470588,0.509803922,0.098039216,0,0.137254902,0.019607843,0.058823529
5 to 6,17,5,100 to 110,2,2,0,0,0,0,1,5,0.4,0.4,0,0,0,0,0.2
5 to 6,17,5,80 to 90,5,7,0,0,1,2,3,18,0.277777778,0.388888889,0,0,0.055555556,0.111111111,0.166666667
5 to 6,17,5,90 to 100,12,23,9,0,5,1,4,54,0.222222222,0.425925926,0.166666667,0,0.092592593,0.018518519,0.074074074
5 to 6,17,7,100 to 110,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
5 to 6,17,6,80 to 90,9,13,2,0,1,0,3,28,0.321428571,0.464285714,0.071428571,0,0.035714286,0,0.107142857
5 to 6,17,6,90 to 100,10,16,2,1,4,1,5,39,0.256410256,0.41025641,0.051282051,0.025641026,0.102564103,0.025641026,0.128205128
5 to 6,17,7,100 to 110,0,2,0,0,0,0,1,3,0,0.666666667,0,0,0,0,0.333333333
5 to 6,17,7,80 to 90,2,3,0,0,0,0,1,6,0.333333333,0.5,0,0,0,0,0.166666667
5 to 6,17,7,90 to 100,8,8,4,0,1,1,3,25,0.32,0.32,0.16,0,0.04,0.04,0.12
5 to 6,17,8,90 to 100,14,3,0,0,0,0,2,19,0.736842105,0.157894737,0,0,0,0,0.105263158
5 to 6,18,3,90 to 100,2,4,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0,0
5 to 6,18,4,100 to 110,1,3,0,0,0,1,0,5,0.2,0.6,0,0,0,0.2,0
5 to 6,18,5,100 to 110,11,14,3,0,7,0,0,35,0.314285714,0.4,0.085714286,0,0.2,0,0
5 to 6,18,5,80 to 90,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
5 to 6,18,4,90 to 100,9,10,3,0,1,0,1,24,0.375,0.416666667,0.125,0,0.041666667,0,0.041666667
5 to 6,18,5,100 to 110,13,19,1,0,1,4,1,39,0.333333333,0.487179487,0.025641026,0,0.025641026,0.102564103,0.025641026
5 to 6,18,5,80 to 90,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
5 to 6,18,5,90 to 100,11,15,0,0,2,3,2,33,0.333333333,0.454545455,0,0,0.060606061,0.090909091,0.060606061
5 to 6,18,6,100 to 110,6,14,3,0,1,1,6,31,0.193548387,0.451612903,0.096774194,0,0.032258065,0.032258065,0.193548387
5 to 6,18,7,80 to 90,1,3,0,0,0,0,0,4,0.25,0.75,0,0,0,0,0
5 to 6,18,6,90 to 100,6,13,2,0,2,1,2,26,0.230769231,0.5,0.076923077,0,0.076923077,0.038461538,0.076923077
5 to 6,18,7,100 to 110,5,5,0,0,1,0,3,14,0.357142857,0.357142857,0,0,0.071428571,0,0.214285714
5 to 6,18,8,80 to 90,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5 to 6,18,7,90 to 100,12,12,2,0,2,0,4,32,0.375,0.375,0.0625,0,0.0625,0,0.125
5 to 6,18,8,100 to 110,3,1,0,0,0,0,2,6,0.5,0.166666667,0,0,0,0,0.333333333
5 to 6,18,9,80 to 90,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5 to 6,18,8,90 to 100,15,8,0,0,2,0,2,27,0.555555556,0.296296296,0,0,0.074074074,0,0.074074074
5 to 6,18,9,90 to 100,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
5 to 6,19,3,100 to 110,0,2,1,0,1,0,0,4,0,0.5,0.25,0,0.25,0,0
5 to 6,19,3,90 to 100,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
5 to 6,19,4,100 to 110,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
5 to 6,19,4,110 to 120,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5 to 6,19,5,100 to 110,3,8,3,0,2,1,0,17,0.176470588,0.470588235,0.176470588,0,0.117647059,0.058823529,0
5 to 6,19,5,110 to 120,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0
5 to 6,19,5,90 to 100,1,3,1,0,0,0,0,5,0.2,0.6,0.2,0,0,0,0
5 to 6,19,5,100 to 110,5,11,3,1,1,0,3,24,0.208333333,0.458333333,0.125,0.041666667,0.041666667,0,0.125
5 to 6,19,5,110 to 120,0,5,0,0,0,1,1,7,0,0.714285714,0,0,0,0.142857143,0.142857143
5 to 6,19,5,90 to 100,1,2,0,0,2,0,1,6,0.166666667,0.333333333,0,0,0.333333333,0,0.166666667
5 to 6,19,6,100 to 110,6,20,4,0,3,4,4,41,0.146341463,0.487804878,0.097560976,0,0.073170732,0.097560976,0.097560976
5 to 6,19,6,110 to 120,1,5,3,0,1,0,1,11,0.090909091,0.454545455,0.272727273,0,0.090909091,0,0.090909091
5 to 6,19,6,90 to 100,2,8,1,0,2,2,1,16,0.125,0.5,0.0625,0,0.125,0.125,0.0625
5 to 6,19,7,100 to 110,8,15,1,0,3,1,2,30,0.266666667,0.5,0.033333333,0,0.1,0.033333333,0.066666667
5 to 6,19,7,110 to 120,4,1,0,0,0,0,1,6,0.666666667,0.166666667,0,0,0,0,0.166666667
5 to 6,19,7,90 to 100,9,15,1,0,1,0,3,29,0.310344828,0.517241379,0.034482759,0,0.034482759,0,0.103448276
5 to 6,19,8,100 to 110,6,13,1,0,3,0,2,25,0.24,0.52,0.04,0,0.12,0,0.08
5 to 6,19,8,110 to 120,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
5 to 6,19,8,90 to 100,6,3,0,0,2,1,1,13,0.461538462,0.230769231,0,0,0.153846154,0.076923077,0.076923077
5 to 6,19,9,100 to 110,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1
5 to 6,19,9,110 to 120,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
5 to 6,19,9,90 to 100,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
5 to 6,20,3,100 to 110,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
5 to 6,20,3,110 to 120,0,2,1,0,0,0,0,3,0,0.666666667,0.333333333,0,0,0,0
5 to 6,20,3,110 to 120,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
5 to 6,20,5,100 to 110,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5 to 6,20,5,110 to 120,1,7,1,0,1,0,0,10,0.1,0.7,0.1,0,0.1,0,0
5 to 6,20,6,100 to 110,0,4,0,0,1,0,0,5,0,0.8,0,0,0.2,0,0
5 to 6,20,5,110 to 120,4,4,0,1,1,1,2,13,0.307692308,0.307692308,0,0.076923077,0.076923077,0.076923077,0.153846154
5 to 6,20,6,100 to 110,1,2,0,0,2,0,1,6,0.166666667,0.333333333,0,0,0.333333333,0,0.166666667
5 to 6,20,6,110 to 120,0,3,4,0,3,0,1,11,0,0.272727273,0.363636364,0,0.272727273,0,0.090909091
5 to 6,20,7,100 to 110,5,11,1,0,5,2,2,26,0.192307692,0.423076923,0.038461538,0,0.192307692,0.076923077,0.076923077
5 to 6,20,7,110 to 120,7,17,3,0,5,3,6,41,0.170731707,0.414634146,0.073170732,0,0.12195122,0.073170732,0.146341463
5 to 6,20,8,90 to 100,3,2,0,0,0,0,0,5,0.6,0.4,0,0,0,0,0
5 to 6,20,8,100 to 110,4,2,5,0,2,2,2,17,0.235294118,0.117647059,0.294117647,0,0.117647059,0.117647059,0.117647059
5 to 6,20,8,110 to 120,8,19,2,0,1,0,7,37,0.216216216,0.513513514,0.054054054,0,0.027027027,0,0.189189189
5 to 6,20,8,90 to 100,1,1,0,0,0,0,2,4,0.25,0.25,0,0,0,0,0.5
5 to 6,20,9,100 to 110,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1
5 to 6,20,9,110 to 120,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1
6 to 7,1,0,0 to 10,9,10,6,3,6,3,0,37,0.243243243,0.27027027,0.162162162,0.081081081,0.162162162,0.081081081,0
6 to 7,1,0,10 to 20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6 to 7,1,0,0 to 10,3,2,2,0,3,0,5,15,0.2,0.133333333,0.133333333,0,0.2,0,0.333333333
6 to 7,1,1,10 to 20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6 to 7,1,1,0 to 10,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
6 to 7,2,0,0 to 10,5,5,5,3,7,3,0,28,0.178571429,0.178571429,0.178571429,0.107142857,0.25,0.107142857,0
6 to 7,2,0,10 to 20,11,10,7,2,10,5,0,45,0.244444444,0.222222222,0.155555556,0.044444444,0.222222222,0.111111111,0
6 to 7,2,0,0 to 10,4,5,1,0,4,0,4,18,0.222222222,0.277777778,0.055555556,0,0.222222222,0,0.222222222
6 to 7,2,0,10 to 20,10,10,1,2,8,2,7,40,0.25,0.25,0.025,0.05,0.2,0.05,0.175
6 to 7,2,1,0 to 10,2,1,0,0,0,0,2,5,0.4,0.2,0,0,0,0,0.4
6 to 7,2,1,10 to 20,5,2,0,0,2,0,2,11,0.454545455,0.181818182,0,0,0.181818182,0,0.181818182
6 to 7,3,0,10 to 20,18,18,13,0,21,10,0,80,0.225,0.225,0.1625,0,0.2625,0.125,0
6 to 7,3,0,20 to 30,2,3,0,0,4,0,0,9,0.222222222,0.333333333,0,0,0.444444444,0,0
6 to 7,3,0,10 to 20,18,18,7,1,18,3,15,80,0.225,0.225,0.0875,0.0125,0.225,0.0375,0.1875
6 to 7,3,1,20 to 30,3,3,3,0,3,1,0,13,0.230769231,0.230769231,0.230769231,0,0.230769231,0.076923077,0
6 to 7,3,1,10 to 20,13,7,3,1,3,0,7,34,0.382352941,0.205882353,0.088235294,0.029411765,0.088235294,0,0.205882353
6 to 7,3,2,20 to 30,1,1,1,0,1,0,0,4,0.25,0.25,0.25,0,0.25,0,0
6 to 7,4,0,10 to 20,1,1,1,0,1,0,0,4,0.25,0.25,0.25,0,0.25,0,0
6 to 7,4,0,20 to 30,27,25,12,0,18,7,0,89,0.303370787,0.280898876,0.134831461,0,0.202247191,0.078651685,0
6 to 7,4,1,10 to 20,1,1,0,0,1,0,0,3,0.333333333,0.333333333,0,0,0.333333333,0,0
6 to 7,4,0,20 to 30,27,26,15,1,23,10,15,117,0.230769231,0.222222222,0.128205128,0.008547009,0.196581197,0.085470085,0.128205128
6 to 7,4,1,30 to 40,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0
6 to 7,4,2,10 to 20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6 to 7,4,1,20 to 30,26,18,5,0,14,3,9,75,0.346666667,0.24,0.066666667,0,0.186666667,0.04,0.12
6 to 7,4,2,20 to 30,3,0,0,0,0,0,4,7,0.428571429,0,0,0,0,0,0.571428571
6 to 7,4,3,20 to 30,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
6 to 7,5,0,20 to 30,15,15,6,0,11,3,0,50,0.3,0.3,0.12,0,0.22,0.06,0
6 to 7,5,0,30 to 40,13,13,0,0,12,4,0,42,0.30952381,0.30952381,0,0,0.285714286,0.095238095,0
6 to 7,5,0,20 to 30,15,15,8,1,12,2,5,58,0.25862069,0.25862069,0.137931034,0.017241379,0.206896552,0.034482759,0.086206897
6 to 7,5,0,30 to 40,18,18,5,1,16,8,5,71,0.253521127,0.253521127,0.070422535,0.014084507,0.225352113,0.112676056,0.070422535
6 to 7,5,1,20 to 30,15,11,3,1,7,1,6,44,0.340909091,0.25,0.068181818,0.022727273,0.159090909,0.022727273,0.136363636
6 to 7,5,1,30 to 40,12,16,4,0,9,2,5,48,0.25,0.333333333,0.083333333,0,0.1875,0.041666667,0.104166667
6 to 7,5,2,20 to 30,7,3,1,0,2,0,5,18,0.388888889,0.166666667,0.055555556,0,0.111111111,0,0.277777778
6 to 7,5,2,30 to 40,6,4,3,1,3,1,2,20,0.3,0.2,0.15,0.05,0.15,0.05,0.1
6 to 7,5,4,20 to 30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6 to 7,5,3,30 to 40,1,1,0,0,1,0,1,4,0.25,0.25,0,0,0.25,0,0.25
6 to 7,6,0,30 to 40,27,24,4,1,12,4,0,72,0.375,0.333333333,0.055555556,0.013888889,0.166666667,0.055555556,0
6 to 7,6,0,40 to 50,3,4,2,0,3,0,0,12,0.25,0.333333333,0.166666667,0,0.25,0,0
6 to 7,6,0,30 to 40,35,32,10,1,32,6,10,126,0.277777778,0.253968254,0.079365079,0.007936508,0.253968254,0.047619048,0.079365079
6 to 7,6,0,40 to 50,5,7,2,0,3,1,1,19,0.263157895,0.368421053,0.105263158,0,0.157894737,0.052631579,0.052631579
6 to 7,6,1,30 to 40,30,32,10,1,24,6,10,113,0.265486726,0.283185841,0.088495575,0.008849558,0.212389381,0.053097345,0.088495575
6 to 7,6,1,40 to 50,5,3,2,0,3,2,3,18,0.277777778,0.166666667,0.111111111,0,0.166666667,0.111111111,0.166666667
6 to 7,6,2,30 to 40,24,15,1,0,11,2,6,59,0.406779661,0.254237288,0.016949153,0,0.186440678,0.033898305,0.101694915
6 to 7,6,2,40 to 50,3,2,0,0,2,0,1,8,0.375,0.25,0,0,0.25,0,0.125
6 to 7,6,3,30 to 40,9,6,0,0,3,1,3,22,0.409090909,0.272727273,0,0,0.136363636,0.045454545,0.136363636
6 to 7,6,4,40 to 50,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6 to 7,6,4,30 to 40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6 to 7,7,0,30 to 40,1,2,0,0,1,1,0,5,0.2,0.4,0,0,0.2,0.2,0
6 to 7,7,0,40 to 50,23,25,3,0,2,1,0,54,0.425925926,0.462962963,0.055555556,0,0.037037037,0.018518519,0
6 to 7,7,0,50 to 60,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6 to 7,7,1,30 to 40,5,6,2,1,3,0,0,17,0.294117647,0.352941176,0.117647059,0.058823529,0.176470588,0,0
6 to 7,7,0,40 to 50,30,37,10,0,13,6,3,99,0.303030303,0.373737374,0.101010101,0,0.131313131,0.060606061,0.03030303
6 to 7,7,1,50 to 60,0,1,1,0,0,0,0,2,0,0.5,0.5,0,0,0,0
6 to 7,7,1,30 to 40,6,6,1,0,1,0,1,15,0.4,0.4,0.066666667,0,0.066666667,0,0.066666667
6 to 7,7,1,40 to 50,34,41,11,1,17,3,9,116,0.293103448,0.353448276,0.094827586,0.00862069,0.146551724,0.025862069,0.077586207
6 to 7,7,2,50 to 60,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6 to 7,7,2,30 to 40,5,3,1,1,2,0,2,14,0.357142857,0.214285714,0.071428571,0.071428571,0.142857143,0,0.142857143
6 to 7,7,2,40 to 50,26,29,9,0,12,0,8,84,0.30952381,0.345238095,0.107142857,0,0.142857143,0,0.095238095
6 to 7,7,3,30 to 40,1,2,0,0,1,0,1,5,0.2,0.4,0,0,0.2,0,0.2
6 to 7,7,3,40 to 50,12,8,1,1,1,0,1,24,0.5,0.333333333,0.041666667,0.041666667,0.041666667,0,0.041666667
6 to 7,7,5,30 to 40,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0
6 to 7,7,5,40 to 50,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
6 to 7,8,0,40 to 50,9,10,2,0,3,0,0,24,0.375,0.416666667,0.083333333,0,0.125,0,0
6 to 7,8,0,50 to 60,9,16,3,0,3,0,0,31,0.290322581,0.516129032,0.096774194,0,0.096774194,0,0
6 to 7,8,0,40 to 50,21,25,6,0,9,2,1,64,0.328125,0.390625,0.09375,0,0.140625,0.03125,0.015625
6 to 7,8,0,50 to 60,24,19,12,0,8,4,2,69,0.347826087,0.275362319,0.173913043,0,0.115942029,0.057971014,0.028985507
6 to 7,8,1,40 to 50,22,26,6,2,7,5,6,74,0.297297297,0.351351351,0.081081081,0.027027027,0.094594595,0.067567568,0.081081081
6 to 7,8,1,50 to 60,17,21,6,0,13,4,5,66,0.257575758,0.318181818,0.090909091,0,0.196969697,0.060606061,0.075757576
6 to 7,8,2,40 to 50,24,24,4,1,10,2,4,69,0.347826087,0.347826087,0.057971014,0.014492754,0.144927536,0.028985507,0.057971014
6 to 7,8,2,50 to 60,16,21,3,0,7,2,4,53,0.301886792,0.396226415,0.056603774,0,0.132075472,0.037735849,0.075471698
6 to 7,8,3,40 to 50,10,9,2,0,2,2,5,30,0.333333333,0.3,0.066666667,0,0.066666667,0.066666667,0.166666667
6 to 7,8,3,50 to 60,8,10,1,0,1,1,2,23,0.347826087,0.434782609,0.043478261,0,0.043478261,0.043478261,0.086956522
6 to 7,8,5,40 to 50,2,0,0,0,1,0,0,3,0.666666667,0,0,0,0.333333333,0,0
6 to 7,9,0,50 to 60,7,13,2,0,2,0,0,24,0.291666667,0.541666667,0.083333333,0,0.083333333,0,0
6 to 7,9,0,60 to 70,0,4,0,0,1,1,0,6,0,0.666666667,0,0,0.166666667,0.166666667,0
6 to 7,9,1,40 to 50,1,1,0,0,1,0,0,3,0.333333333,0.333333333,0,0,0.333333333,0,0
6 to 7,9,0,50 to 60,29,44,11,0,16,5,3,108,0.268518519,0.407407407,0.101851852,0,0.148148148,0.046296296,0.027777778
6 to 7,9,1,60 to 70,5,8,3,0,2,0,0,18,0.277777778,0.444444444,0.166666667,0,0.111111111,0,0
6 to 7,9,2,40 to 50,1,1,1,0,0,1,0,4,0.25,0.25,0.25,0,0,0.25,0
6 to 7,9,1,50 to 60,38,44,16,1,15,6,10,130,0.292307692,0.338461538,0.123076923,0.007692308,0.115384615,0.046153846,0.076923077
6 to 7,9,1,60 to 70,7,7,1,0,4,1,3,23,0.304347826,0.304347826,0.043478261,0,0.173913043,0.043478261,0.130434783
6 to 7,9,3,40 to 50,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
6 to 7,9,2,50 to 60,35,42,12,0,11,4,10,114,0.307017544,0.368421053,0.105263158,0,0.096491228,0.035087719,0.087719298
6 to 7,9,2,60 to 70,6,8,0,1,2,1,3,21,0.285714286,0.380952381,0,0.047619048,0.095238095,0.047619048,0.142857143
6 to 7,9,4,40 to 50,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6 to 7,9,3,50 to 60,29,24,7,0,4,1,8,73,0.397260274,0.328767123,0.095890411,0,0.054794521,0.01369863,0.109589041
6 to 7,9,4,60 to 70,7,4,0,0,1,0,0,12,0.583333333,0.333333333,0,0,0.083333333,0,0
6 to 7,9,4,50 to 60,1,2,1,0,0,0,2,6,0.166666667,0.333333333,0.166666667,0,0,0,0.333333333
6 to 7,9,4,60 to 70,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
6 to 7,9,6,50 to 60,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0
6 to 7,10,0,50 to 60,1,3,0,0,1,0,0,5,0.2,0.6,0,0,0.2,0,0
6 to 7,10,0,60 to 70,7,16,2,0,0,0,0,25,0.28,0.64,0.08,0,0,0,0
6 to 7,10,1,50 to 60,11,15,4,0,4,1,0,35,0.314285714,0.428571429,0.114285714,0,0.114285714,0.028571429,0
6 to 7,10,0,60 to 70,25,41,12,0,8,4,2,92,0.27173913,0.445652174,0.130434783,0,0.086956522,0.043478261,0.02173913
6 to 7,10,1,50 to 60,14,15,5,1,4,2,1,42,0.333333333,0.357142857,0.119047619,0.023809524,0.095238095,0.047619048,0.023809524
6 to 7,10,1,60 to 70,39,48,16,0,18,4,8,133,0.293233083,0.360902256,0.120300752,0,0.135338346,0.030075188,0.060150376
6 to 7,10,2,70 to 80,1,1,1,0,0,0,0,3,0.333333333,0.333333333,0.333333333,0,0,0,0
6 to 7,10,2,50 to 60,8,13,3,1,3,1,1,30,0.266666667,0.433333333,0.1,0.033333333,0.1,0.033333333,0.033333333
6 to 7,10,2,60 to 70,37,44,15,0,12,3,10,121,0.305785124,0.363636364,0.123966942,0,0.099173554,0.024793388,0.082644628
6 to 7,10,3,70 to 80,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
6 to 7,10,3,50 to 60,7,8,4,0,0,1,2,22,0.318181818,0.363636364,0.181818182,0,0,0.045454545,0.090909091
6 to 7,10,3,60 to 70,22,29,11,0,3,2,5,72,0.305555556,0.402777778,0.152777778,0,0.041666667,0.027777778,0.069444444
6 to 7,10,4,50 to 60,3,1,0,0,0,0,1,5,0.6,0.2,0,0,0,0,0.2
6 to 7,10,4,60 to 70,8,8,0,0,2,0,3,21,0.380952381,0.380952381,0,0,0.095238095,0,0.142857143
6 to 7,10,6,50 to 60,2,2,0,0,0,0,0,4,0.5,0.5,0,0,0,0,0
6 to 7,10,6,60 to 70,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
6 to 7,11,0,60 to 70,1,5,3,0,0,0,0,9,0.111111111,0.555555556,0.333333333,0,0,0,0
6 to 7,11,0,70 to 80,2,9,0,0,1,0,0,12,0.166666667,0.75,0,0,0.083333333,0,0
6 to 7,11,0,60 to 70,14,28,3,1,6,2,1,55,0.254545455,0.509090909,0.054545455,0.018181818,0.109090909,0.036363636,0.018181818
6 to 7,11,0,70 to 80,12,15,6,0,6,4,2,45,0.266666667,0.333333333,0.133333333,0,0.133333333,0.088888889,0.044444444
6 to 7,11,1,60 to 70,28,39,16,0,11,8,1,103,0.27184466,0.378640777,0.155339806,0,0.106796117,0.077669903,0.009708738
6 to 7,11,2,70 to 80,22,27,7,0,9,4,0,69,0.31884058,0.391304348,0.101449275,0,0.130434783,0.057971014,0
6 to 7,11,2,60 to 70,34,35,11,0,16,7,7,110,0.309090909,0.318181818,0.1,0,0.145454545,0.063636364,0.063636364
6 to 7,11,2,70 to 80,24,25,11,0,14,1,7,82,0.292682927,0.304878049,0.134146341,0,0.170731707,0.012195122,0.085365854
6 to 7,11,3,60 to 70,21,29,5,0,6,2,4,67,0.313432836,0.432835821,0.074626866,0,0.089552239,0.029850746,0.059701493
6 to 7,11,3,70 to 80,18,23,4,0,5,1,5,56,0.321428571,0.410714286,0.071428571,0,0.089285714,0.017857143,0.089285714
6 to 7,11,4,60 to 70,11,12,1,0,3,2,2,31,0.35483871,0.387096774,0.032258065,0,0.096774194,0.064516129,0.064516129
6 to 7,11,4,70 to 80,9,10,3,0,1,1,1,25,0.36,0.4,0.12,0,0.04,0.04,0.04
6 to 7,11,5,60 to 70,2,2,2,0,0,0,1,7,0.285714286,0.285714286,0.285714286,0,0,0,0.142857143
6 to 7,11,5,70 to 80,0,1,0,0,0,0,1,2,0,0.5,0,0,0,0,0.5
6 to 7,12,0,70 to 80,2,4,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0,0
6 to 7,12,0,80 to 90,0,2,1,0,1,0,0,4,0,0.5,0.25,0,0.25,0,0
